,0,1,2,3,4,5
95,1.0,0.0,0.6,0.8,1.0,0.0
96,1.0,0.0,0.6,0.8,1.0,0.2
97,1.0,0.0,0.6,0.8,1.0,0.4
98,1.0,0.0,0.6,0.8,1.0,0.6
99,1.0,0.0,0.6,0.8,1.0,0.8
100,1.0,0.0,0.8,0.0,1.0,0.0
101,1.0,0.0,0.8,0.0,1.0,0.2
102,1.0,0.0,0.8,0.0,1.0,0.4
103,1.0,0.0,0.8,0.0,1.0,0.6
104,1.0,0.0,0.8,0.0,1.0,0.8
105,1.0,0.0,0.8,0.2,1.0,0.0
106,1.0,0.0,0.8,0.2,1.0,0.2
107,1.0,0.0,0.8,0.2,1.0,0.4
108,1.0,0.0,0.8,0.2,1.0,0.6
109,1.0,0.0,0.8,0.2,1.0,0.8
110,1.0,0.0,0.8,0.4,1.0,0.0
111,1.0,0.0,0.8,0.4,1.0,0.2
112,1.0,0.0,0.8,0.4,1.0,0.4
113,1.0,0.0,0.8,0.4,1.0,0.6
114,1.0,0.0,0.8,0.4,1.0,0.8
115,1.0,0.0,0.8,0.6,1.0,0.0
116,1.0,0.0,0.8,0.6,1.0,0.2
117,1.0,0.0,0.8,0.6,1.0,0.4
118,1.0,0.0,0.8,0.6,1.0,0.6
119,1.0,0.0,0.8,0.6,1.0,0.8
120,1.0,0.0,0.8,0.8,1.0,0.0
121,1.0,0.0,0.8,0.8,1.0,0.2
122,1.0,0.0,0.8,0.8,1.0,0.4
123,1.0,0.0,0.8,0.8,1.0,0.6
124,1.0,0.0,0.8,0.8,1.0,0.8
125,1.0,0.2,0.0,0.0,1.0,0.0
126,1.0,0.2,0.0,0.0,1.0,0.2
127,1.0,0.2,0.0,0.0,1.0,0.4
128,1.0,0.2,0.0,0.0,1.0,0.6
129,1.0,0.2,0.0,0.0,1.0,0.8
130,1.0,0.2,0.0,0.2,1.0,0.0
131,1.0,0.2,0.0,0.2,1.0,0.2
132,1.0,0.2,0.0,0.2,1.0,0.4
133,1.0,0.2,0.0,0.2,1.0,0.6
134,1.0,0.2,0.0,0.2,1.0,0.8
135,1.0,0.2,0.0,0.4,1.0,0.0
136,1.0,0.2,0.0,0.4,1.0,0.2
137,1.0,0.2,0.0,0.4,1.0,0.4
138,1.0,0.2,0.0,0.4,1.0,0.6
139,1.0,0.2,0.0,0.4,1.0,0.8
140,1.0,0.2,0.0,0.6,1.0,0.0
141,1.0,0.2,0.0,0.6,1.0,0.2
142,1.0,0.2,0.0,0.6,1.0,0.4
143,1.0,0.2,0.0,0.6,1.0,0.6
144,1.0,0.2,0.0,0.6,1.0,0.8
145,1.0,0.2,0.0,0.8,1.0,0.0
146,1.0,0.2,0.0,0.8,1.0,0.2
147,1.0,0.2,0.0,0.8,1.0,0.4
148,1.0,0.2,0.0,0.8,1.0,0.6
149,1.0,0.2,0.0,0.8,1.0,0.8
150,1.0,0.2,0.2,0.0,1.0,0.0
151,1.0,0.2,0.2,0.0,1.0,0.2
152,1.0,0.2,0.2,0.0,1.0,0.4
153,1.0,0.2,0.2,0.0,1.0,0.6
154,1.0,0.2,0.2,0.0,1.0,0.8
155,1.0,0.2,0.2,0.2,1.0,0.0
156,1.0,0.2,0.2,0.2,1.0,0.2
157,1.0,0.2,0.2,0.2,1.0,0.4
158,1.0,0.2,0.2,0.2,1.0,0.6
159,1.0,0.2,0.2,0.2,1.0,0.8
160,1.0,0.2,0.2,0.4,1.0,0.0
161,1.0,0.2,0.2,0.4,1.0,0.2
162,1.0,0.2,0.2,0.4,1.0,0.4
163,1.0,0.2,0.2,0.4,1.0,0.6
164,1.0,0.2,0.2,0.4,1.0,0.8
165,1.0,0.2,0.2,0.6,1.0,0.0
166,1.0,0.2,0.2,0.6,1.0,0.2
167,1.0,0.2,0.2,0.6,1.0,0.4
168,1.0,0.2,0.2,0.6,1.0,0.6
169,1.0,0.2,0.2,0.6,1.0,0.8
170,1.0,0.2,0.2,0.8,1.0,0.0
171,1.0,0.2,0.2,0.8,1.0,0.2
172,1.0,0.2,0.2,0.8,1.0,0.4
173,1.0,0.2,0.2,0.8,1.0,0.6
174,1.0,0.2,0.2,0.8,1.0,0.8
175,1.0,0.2,0.4,0.0,1.0,0.0
176,1.0,0.2,0.4,0.0,1.0,0.2
177,1.0,0.2,0.4,0.0,1.0,0.4
178,1.0,0.2,0.4,0.0,1.0,0.6
179,1.0,0.2,0.4,0.0,1.0,0.8
180,1.0,0.2,0.4,0.2,1.0,0.0
181,1.0,0.2,0.4,0.2,1.0,0.2
182,1.0,0.2,0.4,0.2,1.0,0.4
183,1.0,0.2,0.4,0.2,1.0,0.6
184,1.0,0.2,0.4,0.2,1.0,0.8
185,1.0,0.2,0.4,0.4,1.0,0.0
186,1.0,0.2,0.4,0.4,1.0,0.2
187,1.0,0.2,0.4,0.4,1.0,0.4
188,1.0,0.2,0.4,0.4,1.0,0.6
189,1.0,0.2,0.4,0.4,1.0,0.8
190,1.0,0.2,0.4,0.6,1.0,0.0
191,1.0,0.2,0.4,0.6,1.0,0.2
192,1.0,0.2,0.4,0.6,1.0,0.4
193,1.0,0.2,0.4,0.6,1.0,0.6
194,1.0,0.2,0.4,0.6,1.0,0.8
195,1.0,0.2,0.4,0.8,1.0,0.0
196,1.0,0.2,0.4,0.8,1.0,0.2
197,1.0,0.2,0.4,0.8,1.0,0.4
198,1.0,0.2,0.4,0.8,1.0,0.6
199,1.0,0.2,0.4,0.8,1.0,0.8
200,1.0,0.2,0.6,0.0,1.0,0.0
201,1.0,0.2,0.6,0.0,1.0,0.2
202,1.0,0.2,0.6,0.0,1.0,0.4
203,1.0,0.2,0.6,0.0,1.0,0.6
204,1.0,0.2,0.6,0.0,1.0,0.8
205,1.0,0.2,0.6,0.2,1.0,0.0
206,1.0,0.2,0.6,0.2,1.0,0.2
207,1.0,0.2,0.6,0.2,1.0,0.4
208,1.0,0.2,0.6,0.2,1.0,0.6
209,1.0,0.2,0.6,0.2,1.0,0.8
210,1.0,0.2,0.6,0.4,1.0,0.0
211,1.0,0.2,0.6,0.4,1.0,0.2
212,1.0,0.2,0.6,0.4,1.0,0.4
213,1.0,0.2,0.6,0.4,1.0,0.6
214,1.0,0.2,0.6,0.4,1.0,0.8
215,1.0,0.2,0.6,0.6,1.0,0.0
216,1.0,0.2,0.6,0.6,1.0,0.2
217,1.0,0.2,0.6,0.6,1.0,0.4
218,1.0,0.2,0.6,0.6,1.0,0.6
219,1.0,0.2,0.6,0.6,1.0,0.8
220,1.0,0.2,0.6,0.8,1.0,0.0
221,1.0,0.2,0.6,0.8,1.0,0.2
222,1.0,0.2,0.6,0.8,1.0,0.4
223,1.0,0.2,0.6,0.8,1.0,0.6
224,1.0,0.2,0.6,0.8,1.0,0.8
225,1.0,0.2,0.8,0.0,1.0,0.0
226,1.0,0.2,0.8,0.0,1.0,0.2
227,1.0,0.2,0.8,0.0,1.0,0.4
228,1.0,0.2,0.8,0.0,1.0,0.6
229,1.0,0.2,0.8,0.0,1.0,0.8
230,1.0,0.2,0.8,0.2,1.0,0.0
231,1.0,0.2,0.8,0.2,1.0,0.2
232,1.0,0.2,0.8,0.2,1.0,0.4
233,1.0,0.2,0.8,0.2,1.0,0.6
234,1.0,0.2,0.8,0.2,1.0,0.8
235,1.0,0.2,0.8,0.4,1.0,0.0
236,1.0,0.2,0.8,0.4,1.0,0.2
237,1.0,0.2,0.8,0.4,1.0,0.4
238,1.0,0.2,0.8,0.4,1.0,0.6
239,1.0,0.2,0.8,0.4,1.0,0.8
240,1.0,0.2,0.8,0.6,1.0,0.0
241,1.0,0.2,0.8,0.6,1.0,0.2
242,1.0,0.2,0.8,0.6,1.0,0.4
243,1.0,0.2,0.8,0.6,1.0,0.6
244,1.0,0.2,0.8,0.6,1.0,0.8
245,1.0,0.2,0.8,0.8,1.0,0.0
246,1.0,0.2,0.8,0.8,1.0,0.2
247,1.0,0.2,0.8,0.8,1.0,0.4
248,1.0,0.2,0.8,0.8,1.0,0.6
249,1.0,0.2,0.8,0.8,1.0,0.8
250,1.0,0.4,0.0,0.0,1.0,0.0
251,1.0,0.4,0.0,0.0,1.0,0.2
252,1.0,0.4,0.0,0.0,1.0,0.4
253,1.0,0.4,0.0,0.0,1.0,0.6
254,1.0,0.4,0.0,0.0,1.0,0.8
255,1.0,0.4,0.0,0.2,1.0,0.0
256,1.0,0.4,0.0,0.2,1.0,0.2
257,1.0,0.4,0.0,0.2,1.0,0.4
258,1.0,0.4,0.0,0.2,1.0,0.6
259,1.0,0.4,0.0,0.2,1.0,0.8
260,1.0,0.4,0.0,0.4,1.0,0.0
261,1.0,0.4,0.0,0.4,1.0,0.2
262,1.0,0.4,0.0,0.4,1.0,0.4
263,1.0,0.4,0.0,0.4,1.0,0.6
264,1.0,0.4,0.0,0.4,1.0,0.8
265,1.0,0.4,0.0,0.6,1.0,0.0
266,1.0,0.4,0.0,0.6,1.0,0.2
267,1.0,0.4,0.0,0.6,1.0,0.4
268,1.0,0.4,0.0,0.6,1.0,0.6
269,1.0,0.4,0.0,0.6,1.0,0.8
270,1.0,0.4,0.0,0.8,1.0,0.0
271,1.0,0.4,0.0,0.8,1.0,0.2
272,1.0,0.4,0.0,0.8,1.0,0.4
273,1.0,0.4,0.0,0.8,1.0,0.6
274,1.0,0.4,0.0,0.8,1.0,0.8
275,1.0,0.4,0.2,0.0,1.0,0.0
276,1.0,0.4,0.2,0.0,1.0,0.2
277,1.0,0.4,0.2,0.0,1.0,0.4
278,1.0,0.4,0.2,0.0,1.0,0.6
279,1.0,0.4,0.2,0.0,1.0,0.8
280,1.0,0.4,0.2,0.2,1.0,0.0
281,1.0,0.4,0.2,0.2,1.0,0.2
282,1.0,0.4,0.2,0.2,1.0,0.4
283,1.0,0.4,0.2,0.2,1.0,0.6
284,1.0,0.4,0.2,0.2,1.0,0.8
285,1.0,0.4,0.2,0.4,1.0,0.0
286,1.0,0.4,0.2,0.4,1.0,0.2
287,1.0,0.4,0.2,0.4,1.0,0.4
288,1.0,0.4,0.2,0.4,1.0,0.6
289,1.0,0.4,0.2,0.4,1.0,0.8
290,1.0,0.4,0.2,0.6,1.0,0.0
291,1.0,0.4,0.2,0.6,1.0,0.2
292,1.0,0.4,0.2,0.6,1.0,0.4
293,1.0,0.4,0.2,0.6,1.0,0.6
294,1.0,0.4,0.2,0.6,1.0,0.8
295,1.0,0.4,0.2,0.8,1.0,0.0
296,1.0,0.4,0.2,0.8,1.0,0.2
297,1.0,0.4,0.2,0.8,1.0,0.4
298,1.0,0.4,0.2,0.8,1.0,0.6
299,1.0,0.4,0.2,0.8,1.0,0.8
300,1.0,0.4,0.4,0.0,1.0,0.0
301,1.0,0.4,0.4,0.0,1.0,0.2
302,1.0,0.4,0.4,0.0,1.0,0.4
303,1.0,0.4,0.4,0.0,1.0,0.6
304,1.0,0.4,0.4,0.0,1.0,0.8
305,1.0,0.4,0.4,0.2,1.0,0.0
306,1.0,0.4,0.4,0.2,1.0,0.2
307,1.0,0.4,0.4,0.2,1.0,0.4
308,1.0,0.4,0.4,0.2,1.0,0.6
309,1.0,0.4,0.4,0.2,1.0,0.8
310,1.0,0.4,0.4,0.4,1.0,0.0
311,1.0,0.4,0.4,0.4,1.0,0.2
312,1.0,0.4,0.4,0.4,1.0,0.4
313,1.0,0.4,0.4,0.4,1.0,0.6
314,1.0,0.4,0.4,0.4,1.0,0.8
315,1.0,0.4,0.4,0.6,1.0,0.0
316,1.0,0.4,0.4,0.6,1.0,0.2
317,1.0,0.4,0.4,0.6,1.0,0.4
318,1.0,0.4,0.4,0.6,1.0,0.6
319,1.0,0.4,0.4,0.6,1.0,0.8
320,1.0,0.4,0.4,0.8,1.0,0.0
321,1.0,0.4,0.4,0.8,1.0,0.2
322,1.0,0.4,0.4,0.8,1.0,0.4
323,1.0,0.4,0.4,0.8,1.0,0.6
324,1.0,0.4,0.4,0.8,1.0,0.8
325,1.0,0.4,0.6,0.0,1.0,0.0
326,1.0,0.4,0.6,0.0,1.0,0.2
327,1.0,0.4,0.6,0.0,1.0,0.4
328,1.0,0.4,0.6,0.0,1.0,0.6
329,1.0,0.4,0.6,0.0,1.0,0.8
330,1.0,0.4,0.6,0.2,1.0,0.0
331,1.0,0.4,0.6,0.2,1.0,0.2
332,1.0,0.4,0.6,0.2,1.0,0.4
333,1.0,0.4,0.6,0.2,1.0,0.6
334,1.0,0.4,0.6,0.2,1.0,0.8
335,1.0,0.4,0.6,0.4,1.0,0.0
336,1.0,0.4,0.6,0.4,1.0,0.2
337,1.0,0.4,0.6,0.4,1.0,0.4
338,1.0,0.4,0.6,0.4,1.0,0.6
339,1.0,0.4,0.6,0.4,1.0,0.8
340,1.0,0.4,0.6,0.6,1.0,0.0
341,1.0,0.4,0.6,0.6,1.0,0.2
342,1.0,0.4,0.6,0.6,1.0,0.4
343,1.0,0.4,0.6,0.6,1.0,0.6
344,1.0,0.4,0.6,0.6,1.0,0.8
345,1.0,0.4,0.6,0.8,1.0,0.0
346,1.0,0.4,0.6,0.8,1.0,0.2
347,1.0,0.4,0.6,0.8,1.0,0.4
348,1.0,0.4,0.6,0.8,1.0,0.6
349,1.0,0.4,0.6,0.8,1.0,0.8
350,1.0,0.4,0.8,0.0,1.0,0.0
351,1.0,0.4,0.8,0.0,1.0,0.2
352,1.0,0.4,0.8,0.0,1.0,0.4
353,1.0,0.4,0.8,0.0,1.0,0.6
354,1.0,0.4,0.8,0.0,1.0,0.8
355,1.0,0.4,0.8,0.2,1.0,0.0
356,1.0,0.4,0.8,0.2,1.0,0.2
357,1.0,0.4,0.8,0.2,1.0,0.4
358,1.0,0.4,0.8,0.2,1.0,0.6
359,1.0,0.4,0.8,0.2,1.0,0.8
360,1.0,0.4,0.8,0.4,1.0,0.0
361,1.0,0.4,0.8,0.4,1.0,0.2
362,1.0,0.4,0.8,0.4,1.0,0.4
363,1.0,0.4,0.8,0.4,1.0,0.6
364,1.0,0.4,0.8,0.4,1.0,0.8
365,1.0,0.4,0.8,0.6,1.0,0.0
366,1.0,0.4,0.8,0.6,1.0,0.2
367,1.0,0.4,0.8,0.6,1.0,0.4
368,1.0,0.4,0.8,0.6,1.0,0.6
369,1.0,0.4,0.8,0.6,1.0,0.8
370,1.0,0.4,0.8,0.8,1.0,0.0
371,1.0,0.4,0.8,0.8,1.0,0.2
372,1.0,0.4,0.8,0.8,1.0,0.4
373,1.0,0.4,0.8,0.8,1.0,0.6
374,1.0,0.4,0.8,0.8,1.0,0.8
375,1.0,0.6,0.0,0.0,1.0,0.0
376,1.0,0.6,0.0,0.0,1.0,0.2
377,1.0,0.6,0.0,0.0,1.0,0.4
378,1.0,0.6,0.0,0.0,1.0,0.6
379,1.0,0.6,0.0,0.0,1.0,0.8
380,1.0,0.6,0.0,0.2,1.0,0.0
381,1.0,0.6,0.0,0.2,1.0,0.2
382,1.0,0.6,0.0,0.2,1.0,0.4
383,1.0,0.6,0.0,0.2,1.0,0.6
384,1.0,0.6,0.0,0.2,1.0,0.8
385,1.0,0.6,0.0,0.4,1.0,0.0
386,1.0,0.6,0.0,0.4,1.0,0.2
387,1.0,0.6,0.0,0.4,1.0,0.4
388,1.0,0.6,0.0,0.4,1.0,0.6
389,1.0,0.6,0.0,0.4,1.0,0.8
390,1.0,0.6,0.0,0.6,1.0,0.0
391,1.0,0.6,0.0,0.6,1.0,0.2
392,1.0,0.6,0.0,0.6,1.0,0.4
393,1.0,0.6,0.0,0.6,1.0,0.6
394,1.0,0.6,0.0,0.6,1.0,0.8
395,1.0,0.6,0.0,0.8,1.0,0.0
396,1.0,0.6,0.0,0.8,1.0,0.2
397,1.0,0.6,0.0,0.8,1.0,0.4
398,1.0,0.6,0.0,0.8,1.0,0.6
399,1.0,0.6,0.0,0.8,1.0,0.8
400,1.0,0.6,0.2,0.0,1.0,0.0
401,1.0,0.6,0.2,0.0,1.0,0.2
402,1.0,0.6,0.2,0.0,1.0,0.4
403,1.0,0.6,0.2,0.0,1.0,0.6
404,1.0,0.6,0.2,0.0,1.0,0.8
405,1.0,0.6,0.2,0.2,1.0,0.0
406,1.0,0.6,0.2,0.2,1.0,0.2
407,1.0,0.6,0.2,0.2,1.0,0.4
408,1.0,0.6,0.2,0.2,1.0,0.6
409,1.0,0.6,0.2,0.2,1.0,0.8
410,1.0,0.6,0.2,0.4,1.0,0.0
411,1.0,0.6,0.2,0.4,1.0,0.2
412,1.0,0.6,0.2,0.4,1.0,0.4
413,1.0,0.6,0.2,0.4,1.0,0.6
414,1.0,0.6,0.2,0.4,1.0,0.8
415,1.0,0.6,0.2,0.6,1.0,0.0
416,1.0,0.6,0.2,0.6,1.0,0.2
417,1.0,0.6,0.2,0.6,1.0,0.4
418,1.0,0.6,0.2,0.6,1.0,0.6
419,1.0,0.6,0.2,0.6,1.0,0.8
420,1.0,0.6,0.2,0.8,1.0,0.0
421,1.0,0.6,0.2,0.8,1.0,0.2
422,1.0,0.6,0.2,0.8,1.0,0.4
423,1.0,0.6,0.2,0.8,1.0,0.6
424,1.0,0.6,0.2,0.8,1.0,0.8
425,1.0,0.6,0.4,0.0,1.0,0.0
426,1.0,0.6,0.4,0.0,1.0,0.2
427,1.0,0.6,0.4,0.0,1.0,0.4
428,1.0,0.6,0.4,0.0,1.0,0.6
429,1.0,0.6,0.4,0.0,1.0,0.8
430,1.0,0.6,0.4,0.2,1.0,0.0
431,1.0,0.6,0.4,0.2,1.0,0.2
432,1.0,0.6,0.4,0.2,1.0,0.4
433,1.0,0.6,0.4,0.2,1.0,0.6
434,1.0,0.6,0.4,0.2,1.0,0.8
435,1.0,0.6,0.4,0.4,1.0,0.0
436,1.0,0.6,0.4,0.4,1.0,0.2
437,1.0,0.6,0.4,0.4,1.0,0.4
438,1.0,0.6,0.4,0.4,1.0,0.6
439,1.0,0.6,0.4,0.4,1.0,0.8
440,1.0,0.6,0.4,0.6,1.0,0.0
441,1.0,0.6,0.4,0.6,1.0,0.2
442,1.0,0.6,0.4,0.6,1.0,0.4
443,1.0,0.6,0.4,0.6,1.0,0.6
444,1.0,0.6,0.4,0.6,1.0,0.8
445,1.0,0.6,0.4,0.8,1.0,0.0
446,1.0,0.6,0.4,0.8,1.0,0.2
447,1.0,0.6,0.4,0.8,1.0,0.4
448,1.0,0.6,0.4,0.8,1.0,0.6
449,1.0,0.6,0.4,0.8,1.0,0.8
450,1.0,0.6,0.6,0.0,1.0,0.0
451,1.0,0.6,0.6,0.0,1.0,0.2
452,1.0,0.6,0.6,0.0,1.0,0.4
453,1.0,0.6,0.6,0.0,1.0,0.6
454,1.0,0.6,0.6,0.0,1.0,0.8
455,1.0,0.6,0.6,0.2,1.0,0.0
456,1.0,0.6,0.6,0.2,1.0,0.2
457,1.0,0.6,0.6,0.2,1.0,0.4
458,1.0,0.6,0.6,0.2,1.0,0.6
459,1.0,0.6,0.6,0.2,1.0,0.8
460,1.0,0.6,0.6,0.4,1.0,0.0
461,1.0,0.6,0.6,0.4,1.0,0.2
462,1.0,0.6,0.6,0.4,1.0,0.4
463,1.0,0.6,0.6,0.4,1.0,0.6
464,1.0,0.6,0.6,0.4,1.0,0.8
465,1.0,0.6,0.6,0.6,1.0,0.0
466,1.0,0.6,0.6,0.6,1.0,0.2
467,1.0,0.6,0.6,0.6,1.0,0.4
468,1.0,0.6,0.6,0.6,1.0,0.6
469,1.0,0.6,0.6,0.6,1.0,0.8
470,1.0,0.6,0.6,0.8,1.0,0.0
471,1.0,0.6,0.6,0.8,1.0,0.2
472,1.0,0.6,0.6,0.8,1.0,0.4
473,1.0,0.6,0.6,0.8,1.0,0.6
474,1.0,0.6,0.6,0.8,1.0,0.8
475,1.0,0.6,0.8,0.0,1.0,0.0
476,1.0,0.6,0.8,0.0,1.0,0.2
477,1.0,0.6,0.8,0.0,1.0,0.4
478,1.0,0.6,0.8,0.0,1.0,0.6
479,1.0,0.6,0.8,0.0,1.0,0.8
480,1.0,0.6,0.8,0.2,1.0,0.0
481,1.0,0.6,0.8,0.2,1.0,0.2
482,1.0,0.6,0.8,0.2,1.0,0.4
483,1.0,0.6,0.8,0.2,1.0,0.6
484,1.0,0.6,0.8,0.2,1.0,0.8
485,1.0,0.6,0.8,0.4,1.0,0.0
486,1.0,0.6,0.8,0.4,1.0,0.2
487,1.0,0.6,0.8,0.4,1.0,0.4
488,1.0,0.6,0.8,0.4,1.0,0.6
489,1.0,0.6,0.8,0.4,1.0,0.8
490,1.0,0.6,0.8,0.6,1.0,0.0
491,1.0,0.6,0.8,0.6,1.0,0.2
492,1.0,0.6,0.8,0.6,1.0,0.4
493,1.0,0.6,0.8,0.6,1.0,0.6
494,1.0,0.6,0.8,0.6,1.0,0.8
495,1.0,0.6,0.8,0.8,1.0,0.0
496,1.0,0.6,0.8,0.8,1.0,0.2
497,1.0,0.6,0.8,0.8,1.0,0.4
498,1.0,0.6,0.8,0.8,1.0,0.6
499,1.0,0.6,0.8,0.8,1.0,0.8
500,1.0,0.8,0.0,0.0,1.0,0.0
501,1.0,0.8,0.0,0.0,1.0,0.2
502,1.0,0.8,0.0,0.0,1.0,0.4
503,1.0,0.8,0.0,0.0,1.0,0.6
504,1.0,0.8,0.0,0.0,1.0,0.8
505,1.0,0.8,0.0,0.2,1.0,0.0
506,1.0,0.8,0.0,0.2,1.0,0.2
507,1.0,0.8,0.0,0.2,1.0,0.4
508,1.0,0.8,0.0,0.2,1.0,0.6
509,1.0,0.8,0.0,0.2,1.0,0.8
510,1.0,0.8,0.0,0.4,1.0,0.0
511,1.0,0.8,0.0,0.4,1.0,0.2
512,1.0,0.8,0.0,0.4,1.0,0.4
513,1.0,0.8,0.0,0.4,1.0,0.6
514,1.0,0.8,0.0,0.4,1.0,0.8
515,1.0,0.8,0.0,0.6,1.0,0.0
516,1.0,0.8,0.0,0.6,1.0,0.2
517,1.0,0.8,0.0,0.6,1.0,0.4
518,1.0,0.8,0.0,0.6,1.0,0.6
519,1.0,0.8,0.0,0.6,1.0,0.8
520,1.0,0.8,0.0,0.8,1.0,0.0
521,1.0,0.8,0.0,0.8,1.0,0.2
522,1.0,0.8,0.0,0.8,1.0,0.4
523,1.0,0.8,0.0,0.8,1.0,0.6
524,1.0,0.8,0.0,0.8,1.0,0.8
525,1.0,0.8,0.2,0.0,1.0,0.0
526,1.0,0.8,0.2,0.0,1.0,0.2
527,1.0,0.8,0.2,0.0,1.0,0.4
528,1.0,0.8,0.2,0.0,1.0,0.6
529,1.0,0.8,0.2,0.0,1.0,0.8
530,1.0,0.8,0.2,0.2,1.0,0.0
531,1.0,0.8,0.2,0.2,1.0,0.2
532,1.0,0.8,0.2,0.2,1.0,0.4
533,1.0,0.8,0.2,0.2,1.0,0.6
534,1.0,0.8,0.2,0.2,1.0,0.8
535,1.0,0.8,0.2,0.4,1.0,0.0
536,1.0,0.8,0.2,0.4,1.0,0.2
